locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
1936444			7023	1269616	1269683	+	b4424	rdlC	regulatory antisense sRNA (NCBI)								
15338	NP_415734.1	16129179	7023	1271072	1269972	-	b1216	chaA	calcium/sodium:proton antiporter (NCBI)	COG387	P	Ca2+/H+ antiporter	TIGR00846 calcium/proton exchanger [chaA]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006812,GO:0016021,GO:0008324		
15339	NP_415735.1	16129180	7023	1271342	1271572	+	b1217	chaB	cation transport regulator (NCBI)	COG4572	R	Putative cation transport regulator					
15340	NP_415736.2	145698247	7023	1271730	1272425	+	b1218	chaC	regulatory protein for cation transport (RefSeq)	COG3703	P	Uncharacterized protein involved in cation transport					
15341	NP_415737.1	16129182	7023	1272822	1272469	-	b1219	ychN	hypothetical protein (NCBI)	COG1553	P	Uncharacterized conserved protein involved in intracellular sulfur reduction					
15342	NP_415738.2	145698248	7023	1273007	1274401	+	b1220	ychO	predicted invasin (RefSeq)								
15343	NP_415739.1	16129184	7023	1275052	1274402	-	b1221	narL	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ) (NCBI)	COG2197	TK	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain			GO:0006355,GO:0000160,GO:0005622,GO:0000156,GO:0043565,GO:0003700		
15344	NP_415740.1	16129185	7023	1276841	1275045	-	b1222	narX	sensory histidine kinase in two-component regulatory system with NarL (NCBI)	COG3850	T	Signal transduction histidine kinase, nitrate/nitrite-specific			GO:0018106,GO:0000160,GO:0016021,GO:0000155,GO:0005524,GO:0046983	2.7.13.3	Histidine kinase.
15345	NP_415741.1	16129186	7023	1277180	1278571	+	b1223	narK	nitrate/nitrite transporter (NCBI)	COG2223	P	Nitrate/nitrite transporter	TIGR00886 nitrite transporter [narK]	Transport and binding proteins:Anions	GO:0015698,GO:0016021,GO:0015103		
15346	NP_415742.1	16129187	7023	1279087	1282830	+	b1224	narG	nitrate reductase 1, alpha subunit (NCBI)	COG5013	C	Nitrate reductase alpha subunit	TIGR01580 nitrate reductase, alpha subunit	Energy metabolism:Anaerobic	GO:0006118,GO:0042126,GO:0009325,GO:0008940,GO:0030151	1.7.99.4	Nitrate reductase.
15347	NP_415743.1	16129188	7023	1282827	1284365	+	b1225	narH	nitrate reductase 1, beta (Fe-S) subunit (NCBI)	COG1140	C	Nitrate reductase beta subunit	TIGR01660 nitrate reductase, beta subunit [narH]	Energy metabolism:Anaerobic	GO:0042126,GO:0006118,GO:0009325,GO:0051536,GO:0009055,GO:0008940	1.7.99.4	Nitrate reductase.
15348	NP_415744.1	16129189	7023	1284362	1285072	+	b1226	narJ	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1 (NCBI)	COG2180	C	Nitrate reductase delta subunit	TIGR00684 nitrate reductase molybdenum cofactor assembly chaperone [narJ]	Protein fate:Protein folding and stabilization	GO:0006118,GO:0009325,GO:0008940	1.7.99.4	Nitrate reductase.
15349	NP_415745.1	16129190	7023	1285072	1285749	+	b1227	narI	nitrate reductase 1, gamma (cytochrome b(NR)) subunit (NCBI)	COG2181	C	Nitrate reductase gamma subunit	TIGR00351 respiratory nitrate reductase, gamma subunit [narI]	Energy metabolism:Anaerobic	GO:0006118,GO:0009325,GO:0008940	1.7.99.4	Nitrate reductase.
1936445			7023	1286459	1286289	-	b4425	rttR	regulatory sRNA (NCBI)								
15351	NP_415747.2	145698249	7023	1286399	1286310	-	b1229	tpr	predicted protamine-like protein (RefSeq)								
1936446			7023	1286551	1286467	-	b1230	tyrV	tRNA-Tyr (NCBI)								
1936447			7023	1286845	1286761	-	b1231	tyrT	tRNA-Tyr (NCBI)								
15352	NP_415748.1	16129193	7023	1287847	1287005	-	b1232	purU	formyltetrahydrofolate deformylase (NCBI)	COG788	F	Formyltetrahydrofolate hydrolase	TIGR00655 formyltetrahydrofolate deformylase [purU]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0006189,GO:0008864,GO:0016597,GO:0016742	3.5.1.10	Formyltetrahydrofolate deformylase.
15353	NP_415749.1	16129194	7023	1288355	1287897	-	b1233	ychJ	hypothetical protein (NCBI)	COG3012	S	Uncharacterized protein conserved in bacteria					
15354	NP_415750.2	226524709	7023	1288468	1289373	+	b1234	rssA	conserved protein (RefSeq)	COG1752	R	Predicted esterase of the alpha-beta hydrolase superfamily			GO:0006629		
15355	NP_415751.1	16129196	7023	1289465	1290478	+	b1235	rssB	response regulator of RpoS (NCBI)	COG784	T	FOG: CheY-like receiver			GO:0000160,GO:0006355,GO:0000156		
15356	NP_415752.1	16129197	7023	1290680	1291588	+	b1236	galU	glucose-1-phosphate uridylyltransferase (NCBI)	COG1210	M	UDP-glucose pyrophosphorylase	TIGR01099 UTP-glucose-1-phosphate uridylyltransferase [galU]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0006011,GO:0009058,GO:0003983	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.
15357	NP_415753.1	16129198	7023	1292145	1291732	-	b1237	hns	global DNA-binding transcriptional dual regulator H-NS (NCBI)	COG2916	R	DNA-binding protein H-NS			GO:0006355,GO:0005622,GO:0003677		
15358	NP_415754.1	16129199	7023	1292750	1293367	+	b1238	tdk	thymidine kinase (NCBI)	COG1435	F	Thymidine kinase			GO:0005524,GO:0004797	2.7.1.21	Thymidine kinase.
1936448			7023	1294545	1293649	-	b4573	insZ									
15361	NP_415757.1	16129202	7023	1297344	1294669	-	b1241	adhE	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase (NCBI)	COG1012	C	NAD-dependent aldehyde dehydrogenases			GO:0015976,GO:0006066,GO:0004023,GO:0008774,GO:0004024,GO:0004025,GO:0046872	1.1.1.1,1.2.1.10	Alcohol dehydrogenase.,Acetaldehyde dehydrogenase (acetylating).
15362	NP_415758.1	16129203	7023	1297821	1298468	+	b1242	ychE	predicted inner membrane protein (NCBI)	COG2095	U	Multiple antibiotic transporter	TIGR00427 membrane protein, MarC family	Unknown function:General			
15363	NP_415759.1	16129204	7023	1299206	1300837	+	b1243	oppA	oligopeptide transporter subunit (NCBI)	COG4166	E	ABC-type oligopeptide transport system, periplasmic component			GO:0006810,GO:0005215		
15364	NP_415760.1	16129205	7023	1300923	1301843	+	b1244	oppB	oligopeptide permease ABC transporter membrane protein (NCBI)	COG601	EP	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components			GO:0006810,GO:0016020,GO:0004035,GO:0005215	3.1.3.1	Alkaline phosphatase.
15365	NP_415761.1	16129206	7023	1301858	1302766	+	b1245	oppC	oligopeptide transporter subunit (NCBI)	COG1173	EP	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components			GO:0006810,GO:0016020,GO:0005215		
1936449	YP_025300.1	49176090	7023	1302778	1303791	+	b1246	oppD	oligopeptide transporter ATP-binding component (NCBI)	COG444	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	TIGR01727 oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	Transport and binding proteins:Amino acids, peptides and amines	GO:0015833,GO:0005524,GO:0015197,GO:0016887		
15367	NP_415763.1	16129208	7023	1303788	1304792	+	b1247	oppF	oligopeptide transporter subunit (NCBI)	COG444	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	TIGR01727 oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	Transport and binding proteins:Amino acids, peptides and amines	GO:0015833,GO:0005524,GO:0015197,GO:0016887		
15368	NP_415764.4	90111236	7023	1305174	1304845	-	b1248	b1248	orf, hypothetical protein (VIMSS)	COG3099	S	Uncharacterized protein conserved in bacteria					
15369	NP_415765.1	16129210	7023	1306669	1305209	-	b1249	cls	cardiolipin synthetase (NCBI)	COG1502	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes			GO:0008152,GO:0003824	2.7.8.-	
3446172	YP_001165316.1	145698250	7023	1306812	1306985	+	b4595	yciY	hypothetical protein (RefSeq)								
15370	NP_415766.1	16129211	7023	1308293	1307040	-	b1250	kch	voltage-gated potassium channel (NCBI)	COG1226	P	Kef-type K+ transport systems, predicted NAD-binding component			GO:0006813		
15371	NP_415767.2	90111237	7023	1308889	1308593	-	b1251	yciI	orf, hypothetical protein (VIMSS)	COG2350	S	Uncharacterized protein conserved in bacteria					
15372	NP_415768.1	16129213	7023	1309113	1309832	+	b1252	tonB	membrane spanning protein in TonB-ExbB-ExbD complex (NCBI)	COG810	M	Periplasmic protein TonB, links inner and outer membranes	TIGR01352 TonB family C-terminal domain	Transport and binding proteins:Cations and iron carrying compounds	GO:0006826,GO:0015031,GO:0016020,GO:0030288,GO:0005381,GO:0008565		
15373	NP_415769.1	16129214	7023	1310270	1309872	-	b1253	yciA	predicted hydrolase (NCBI)	COG1607	I	Acyl-CoA hydrolase				3.1.2.-	
15374	NP_415770.1	16129215	7023	1310914	1310375	-	b1254	yciB	intracellular septation protein A (NCBI)	COG2917	D	Intracellular septation protein A	TIGR00997 intracellular septation protein A [ispZ]	Cellular processes:Cell division	GO:0016021		
15375	NP_415771.1	16129216	7023	1311687	1310944	-	b1255	yciC	hypothetical protein (NCBI)								
15376	NP_415772.1	16129217	7023	1312044	1312682	+	b1256	ompW	outer membrane protein W (NCBI)	COG3047	M	Outer membrane protein W			GO:0019867,GO:0009279,GO:0016021		
15377	NP_415773.1	16129218	7023	1313248	1312742	-	b1257	yciE	hypothetical protein (NCBI)	COG3685	S	Uncharacterized protein conserved in bacteria			GO:0016491,GO:0046914		
15378	NP_415774.1	16129219	7023	1313794	1313294	-	b1258	yciF	hypothetical protein (NCBI)	COG3685	S	Uncharacterized protein conserved in bacteria			GO:0016491,GO:0046914		
15379	NP_415775.4	90111238	7023	1314059	1313880	-	b1259	yciG	orf, hypothetical protein (VIMSS)								
15380	NP_415776.1	16129221	7023	1315246	1314440	-	b1260	trpA	tryptophan synthase subunit alpha (NCBI)	COG159	E	Tryptophan synthase alpha chain	TIGR00262 tryptophan synthase, alpha subunit [trpA]	Amino acid biosynthesis:Aromatic amino acid family	GO:0006568,GO:0004834	4.2.1.20	Tryptophan synthase.
15381	NP_415777.1	16129222	7023	1316439	1315246	-	b1261	trpB	tryptophan synthase subunit beta (NCBI)	COG133	E	Tryptophan synthase beta chain	TIGR00263 tryptophan synthase, beta subunit [trpB]	Amino acid biosynthesis:Aromatic amino acid family	GO:0006568,GO:0004834,GO:0030170	4.2.1.20	Tryptophan synthase.
15382	NP_415778.2	90111239	7023	1317809	1316451	-	b1262	trpC	N-(5-phosphoribosyl)anthranilate isomerase and indole-3-glycerolphosphate synthetase (VIMSS)	COG134	E	Indole-3-glycerol phosphate synthase			GO:0006568,GO:0004425,GO:0004640	4.1.1.48	Indole-3-glycerol-phosphate synthase.
15383	NP_415779.1	16129224	7023	1319408	1317813	-	b1263	trpD	bifunctional indole-3-glycerol-phosphate synthase/anthranilate phosphoribosyltransferase (NCBI)	COG547	E	Anthranilate phosphoribosyltransferase	TIGR00566 glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase,TIGR01245 anthranilate phosphoribosyltransferase [trpD]	Amino acid biosynthesis:Aromatic amino acid family	GO:0000162,GO:0006541,GO:0006206,GO:0004048,GO:0016874,GO:0004049	2.4.2.18	Anthranilate phosphoribosyltransferase.
15384	NP_415780.1	16129225	7023	1320970	1319408	-	b1264	trpE	anthranilate synthase component I (NCBI)	COG147	EH	Anthranilate/para-aminobenzoate synthases component I	TIGR00565 anthranilate synthase component I [trpE]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009058,GO:0005950,GO:0004049	4.1.3.27	Anthranilate synthase.
15385	NP_415781.1	16129226	7023	1321106	1321062	-	b1265	trpL	trp operon leader peptide (NCBI)								
15386	NP_415782.1	16129227	7023	1321244	1322125	+	b1266	yciV	hypothetical protein (NCBI)	COG613	R	Predicted metal-dependent phosphoesterases (PHP family)			GO:0006260,GO:0003677,GO:0003887		
15387	NP_415783.6	90111240	7023	1322122	1322742	+	b1267	yciO	orf, hypothetical protein (VIMSS)	COG9	J	Putative translation factor (SUA5)	TIGR00057 Sua5/YciO/YrdC/YwlC family protein	Unknown function:General			
15388	NP_415784.1	16129229	7023	1322770	1324665	+	b1268	yciQ	predicted inner membrane protein (NCBI)								
15389	NP_415785.1	16129230	7023	1324876	1325751	+	b1269	rluB	23S rRNA pseudouridylate synthase (NCBI)	COG1187	J	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	TIGR00093 pseudouridine synthase	Protein synthesis:tRNA and rRNA base modification	GO:0001522,GO:0003723,GO:0004730,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
15390	NP_415786.1	16129231	7023	1326381	1325791	-	b1270	btuR	cob(I)yrinic acid a,c-diamide adenosyltransferase (NCBI)	COG2109	H	ATP:corrinoid adenosyltransferase	TIGR00708 cob(I)yrinic acid a,c-diamide adenosyltransferase [cobO]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0009236,GO:0005524,GO:0008817	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase.
15391	NP_415787.1	16129232	7023	1327136	1326378	-	b1271	yciK	short chain dehydrogenase (NCBI)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)			GO:0008152,GO:0016491	1.1.1.-	
15392	NP_415788.1	16129233	7023	1327356	1328405	+	b1272	sohB	predicted inner membrane peptidase (NCBI)	COG616	OU	Periplasmic serine proteases (ClpP class)			GO:0006508,GO:0008233	3.4.21.-	
15393	NP_415789.1	16129234	7023	1328692	1328441	-	b1273	yciN	hypothetical protein (NCBI)								
15394	NP_415790.1	16129235	7023	1329072	1331669	+	b1274	topA	DNA topoisomerase I (NCBI)	COG550	L	Topoisomerase IA	TIGR01051 DNA topoisomerase I [topA]	DNA metabolism:DNA replication, recombination, and repair	GO:0006268,GO:0006265,GO:0006304,GO:0005694,GO:0003917,GO:0003918	5.99.1.2	DNA topoisomerase.
15395	NP_415791.1	16129236	7023	1331879	1332853	+	b1275	cysB	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding (NCBI)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
1936456	YP_588449.1	94541107	7023	1333184	1333312	+	b4522	yciX_1	hypothetical protein (NCBI)								
1936457	YP_588450.2	145698251	7023	1333315	1333482	+	b4523	yciX	hypothetical protein (RefSeq)								
15396	NP_415792.1	16129237	7023	1333855	1336530	+	b1276	acnA	aconitate hydratase (NCBI)	COG1048	C	Aconitase A	TIGR01341 aconitate hydratase 1 [acnA]	Energy metabolism:TCA cycle	GO:0008152,GO:0051539,GO:0003994	4.2.1.3	Aconitate hydratase.
15397	NP_415793.1	16129238	7023	1337184	1336594	-	b1277	ribA	GTP cyclohydrolase II protein (NCBI)	COG807	H	GTP cyclohydrolase II	TIGR00505 GTP cyclohydrolase II [ribA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Riboflavin, FMN, and FAD	GO:0009231,GO:0003935	3.5.4.25	GTP cyclohydrolase II.
15398	NP_415794.1	16129239	7023	1337354	1338118	+	b1278	pgpB	phosphatidylglycerophosphatase B (NCBI)	COG671	I	Membrane-associated phospholipid phosphatase			GO:0016020,GO:0008962	3.1.3.27	Phosphatidylglycerophosphatase.
15399	NP_415795.1	16129240	7023	1338267	1338575	+	b1279	yciS	conserved inner membrane protein (NCBI)	COG3771	S	Predicted membrane protein					
15400	NP_415796.1	16129241	7023	1338582	1339751	+	b1280	yciM	hypothetical protein (NCBI)	COG2956	G	Predicted N-acetylglucosaminyl transferase			GO:0005488		
15401	NP_415797.1	16129242	7023	1339945	1340682	+	b1281	pyrF	orotidine 5'-phosphate decarboxylase (NCBI)	COG284	F	Orotidine-5'-phosphate decarboxylase	TIGR01740 orotidine 5'-phosphate decarboxylase [pyrF]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006207,GO:0004590	4.1.1.23	Orotidine-5'-phosphate decarboxylase.
15402	NP_415798.2	90111241	7023	1340682	1341008	+	b1282	yciH	orf, hypothetical protein (VIMSS)	COG23	J	Translation initiation factor 1 (eIF-1/SUI1) and related proteins	TIGR01158 putative translation initiation factor SUI1 [yciH]	Protein synthesis:Translation factors	GO:0006413,GO:0003743		
15403	NP_415799.1	16129244	7023	1341352	1341134	-	b1283	osmB	lipoprotein (NCBI)								
15404	NP_415800.1	16129245	7023	1342370	1341621	-	b1284	yciT	predicted DNA-binding transcriptional regulator (NCBI)	COG1349	KG	Transcriptional regulators of sugar metabolism			GO:0006355,GO:0005622,GO:0003700		
3446173	YP_001165317.1	145698252	7023	1342633	1342460	-	b4596	yciZ	hypothetical protein (RefSeq)								
15405	NP_415801.1	16129246	7023	1344766	1342781	-	b1285	gmr	modulator of Rnase II stability (NCBI)	COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	TIGR00229 PAS domain S-box protein,TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0009190,GO:0006355,GO:0007165,GO:0007242,GO:0004871,GO:0016849		
7497346	YP_002791239.1	226524710	7023	1344820	1344924	+	b4672	ymiB	expressed protein (RefSeq)								
15406	NP_415802.1	16129247	7023	1346936	1345002	-	b1286	rnb	exoribonuclease II (NCBI)	COG4776	K	Exoribonuclease II	TIGR00358 VacB and RNase II family 3'-5' exoribonucleases,TIGR02062 exoribonuclease II [rnb]	Transcription:Degradation of RNA	GO:0006401,GO:0003723,GO:0008859	3.1.13.1	Exoribonuclease II.
15407	NP_415803.2	90111242	7023	1348131	1347004	-	b1287	yciW	putative oxidoreductase (VIMSS)	COG4950	S	Uncharacterized protein conserved in bacteria					
15408	NP_415804.1	16129249	7023	1349063	1348275	-	b1288	fabI	enoyl-(acyl carrier protein) reductase (NCBI)	COG623	I	Enoyl-[acyl-carrier-protein] reductase (NADH)			GO:0008152,GO:0004318	1.3.1.10,1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).,Enoyl-[acyl-carrier-protein] reductase (NADH).
15409	NP_415805.1	16129250	7023	1349784	1349431	-	b1289	ycjD	hypothetical protein (NCBI)	COG2852	S	Uncharacterized protein conserved in bacteria			GO:0003677		
15410	NP_415806.1	16129251	7023	1350658	1349852	-	b1290	sapF	predicted antimicrobial peptide transporter subunit (NCBI)	COG4167	V	ABC-type antimicrobial peptide transport system, ATPase component			GO:0005524,GO:0016887		
15411	NP_415807.1	16129252	7023	1351652	1350660	-	b1291	sapD	predicted antimicrobial peptide transporter subunit (NCBI)	COG4170	V	ABC-type antimicrobial peptide transport system, ATPase component	TIGR01727 oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	Transport and binding proteins:Amino acids, peptides and amines	GO:0015833,GO:0005524,GO:0016887,GO:0015197		
15412	NP_415808.1	16129253	7023	1352542	1351652	-	b1292	sapC	predicted antimicrobial peptide transporter subunit (NCBI)	COG4171	V	ABC-type antimicrobial peptide transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
15413	NP_415809.1	16129254	7023	1353494	1352529	-	b1293	sapB	predicted antimicrobial peptide transporter subunit (NCBI)	COG4168	V	ABC-type antimicrobial peptide transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
15414	NP_415810.1	16129255	7023	1355134	1353491	-	b1294	sapA	predicted antimicrobial peptide transporter subunit (NCBI)	COG4166	E	ABC-type oligopeptide transport system, periplasmic component			GO:0006810,GO:0005215		
15415	NP_415811.1	16129256	7023	1355692	1355447	-	b1295	ymjA	hypothetical protein (NCBI)								
15416	NP_415812.4	90111243	7023	1357211	1355826	-	b1296	ycjJ	putative amino acid/amine transport protein (VIMSS)	COG531	E	Amino acid transporters			GO:0006865,GO:0016020,GO:0015171		
15417	NP_415813.4	90111244	7023	1358932	1357514	-	b1297	b1297	putative glutamine synthetase (EC 6.3.1.2) (VIMSS)	COG174	E	Glutamine synthetase			GO:0006542,GO:0004356		
15418	NP_415814.4	90111245	7023	1359144	1359908	+	b1298	ycjL	probable amidotransferase subunit (VIMSS)	COG2071	R	Predicted glutamine amidotransferases			GO:0006221,GO:0006541,GO:0003883	3.5.1.94	Gamma-glutamyl-gamma-aminobutyrate hydrolase.
15419	NP_415815.1	16129260	7023	1359935	1360492	+	b1299	puuR	DNA-binding transcriptional repressor (NCBI)	COG662	G	Mannose-6-phosphate isomerase			GO:0043565		
15420	NP_415816.1	16129261	7023	1360767	1362254	+	b1300	puuC	gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent (NCBI)	COG1012	C	NAD-dependent aldehyde dehydrogenases			GO:0008152,GO:0016491	1.2.1.-	
15421	NP_415817.1	16129262	7023	1362256	1363536	+	b1301	puuB	gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding (NCBI)	COG665	E	Glycine/D-amino acid oxidases (deaminating)			GO:0009228,GO:0016491	1.4.3.-	
15422	NP_415818.1	16129263	7023	1363574	1364839	+	b1302	puuE	GABA aminotransferase, PLP-dependent (NCBI)	COG160	E	4-aminobutyrate aminotransferase and related aminotransferases	TIGR00700 4-aminobutyrate transaminase [gabT]	Central intermediary metabolism:Other	GO:0009448,GO:0003867,GO:0030170	2.6.1.19	4-aminobutyrate transaminase.
15423	NP_415819.4	90111246	7023	1365936	1364959	-	b1303	pspF	psp operon transcriptional activator (VIMSS)	COG1221	KT	Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain	TIGR02974 psp operon transcriptional activator [pspF]	Regulatory functions:DNA interactions	GO:0006355,GO:0005622,GO:0003700,GO:0017111,GO:0005524,GO:0008134		
15424	NP_415820.1	16129265	7023	1366103	1366771	+	b1304	pspA	regulatory protein for phage-shock-protein operon (NCBI)	COG1842	KT	Phage shock protein A (IM30), suppresses sigma54-dependent transcription	TIGR02977 phage shock protein A [pspA]	Cellular processes:Adaptations to atypical conditions			
15425	NP_415821.1	16129266	7023	1366825	1367049	+	b1305	pspB	phage shock protein B (NCBI)				TIGR02976 phage shock protein B [pspB]	Cellular processes:Adaptations to atypical conditions			
15426	NP_415822.1	16129267	7023	1367049	1367408	+	b1306	pspC	DNA-binding transcriptional activator (NCBI)	COG1983	KT	Putative stress-responsive transcriptional regulator	TIGR02978 phage shock protein C [pspC]	Cellular processes:Adaptations to atypical conditions			
15427	NP_415823.1	16129268	7023	1367417	1367638	+	b1307	pspD	peripheral inner membrane phage-shock protein (NCBI)				TIGR02979 phage shock protein PspD [pspD]	Cellular processes:Adaptations to atypical conditions			
15428	NP_415824.1	16129269	7023	1367713	1368027	+	b1308	pspE	thiosulfate:cyanide sulfurtransferase (rhodanese) (NCBI)	COG607	P	Rhodanese-related sulfurtransferase	TIGR02981 phage shock operon rhodanese PspE [pspE]		GO:0004792	2.8.1.1	Thiosulfate sulfurtransferase.
15429	NP_415825.4	90111247	7023	1368240	1369919	+	b1309	ycjM	putative polysaccharide hydrolase (VIMSS)	COG366	G	Glycosidases			GO:0005975,GO:0003824,GO:0043169		
15430	NP_415826.1	16129271	7023	1369933	1371225	+	b1310	ycjN	predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	COG1653	G	ABC-type sugar transport system, periplasmic component			GO:0006810,GO:0005215		
15431	NP_415827.1	16129272	7023	1371246	1372127	+	b1311	ycjO	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	COG1175	G	ABC-type sugar transport systems, permease components			GO:0006810,GO:0016020,GO:0005215		
15432	NP_415828.1	16129273	7023	1372114	1372956	+	b1312	ycjP	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	COG395	G	ABC-type sugar transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
15433	NP_415829.1	16129274	7023	1372987	1374039	+	b1313	ycjQ	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	COG1063	ER	Threonine dehydrogenase and related Zn-dependent dehydrogenases			GO:0008270,GO:0016491		
15434	NP_415830.2	90111248	7023	1374058	1374846	+	b1314	b1314	putative transient receptor potential locus (VIMSS)	COG1082	G	Sugar phosphate isomerases/epimerases					
15435	NP_415831.1	16129276	7023	1374856	1375911	+	b1315	ycjS	predicted oxidoreductase, NADH-binding (NCBI)	COG673	R	Predicted dehydrogenases and related proteins			GO:0006118,GO:0016491		
15436	NP_415832.1	16129277	7023	1375908	1378175	+	b1316	ycjT	predicted hydrolase (NCBI)	COG1554	G	Trehalose and maltose hydrolases (possible phosphorylases)			GO:0005975,GO:0003824,GO:0030246		
15437	NP_415833.1	16129278	7023	1378172	1378831	+	b1317	ycjU	predicted beta-phosphoglucomutase (NCBI)	COG637	R	Predicted phosphatase/phosphohexomutase	TIGR01509 HAD hydrolase, family IA, variant 3,TIGR01990 beta-phosphoglucomutase [pgmB],TIGR02009 beta-phosphoglucomutase family hydrolase	Energy metabolism:Biosynthesis and degradation of polysaccharides	GO:0008152,GO:0016787,GO:0008801	5.4.2.6	Beta-phosphoglucomutase.
1936466			7023	1378845	1379926	+	b4524	ycjV									
15439	NP_415835.1	16129280	7023	1379971	1380876	+	b1319	ompG	outer membrane porin (NCBI)						GO:0009279,GO:0016021		
15440	NP_415836.1	16129281	7023	1381985	1380987	-	b1320	ycjW	predicted DNA-binding transcriptional regulator (NCBI)	COG1609	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700		
15441	NP_415837.1	16129282	7023	1382141	1383538	+	b1321	ycjX	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	COG3106	R	Predicted ATPase					
15442	NP_415838.1	16129283	7023	1383535	1384596	+	b1322	ycjF	hypothetical protein (NCBI)	COG3768	S	Predicted membrane protein	TIGR01620 TIGR01620 family protein				
15443	NP_415839.1	16129284	7023	1384744	1386285	+	b1323	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding (NCBI)	COG3283	KE	Transcriptional regulator of aromatic amino acids metabolism			GO:0007165,GO:0006355,GO:0005622,GO:0016597,GO:0003677,GO:0005524,GO:0017111,GO:0008134,GO:0004871		
15444	NP_415840.1	16129285	7023	1386835	1386329	-	b1324	tpx	thiol peroxidase (NCBI)	COG2077	O	Peroxiredoxin			GO:0008379	1.11.1.15,1.11.1.-	Peroxiredoxin.,
15445	NP_415841.4	90111249	7023	1386954	1387919	+	b1325	ycjG	putative muconate cycloisomerase I (EC 5.5.-.-) (VIMSS)	COG4948	MR	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily			GO:0008152,GO:0003824		
15446	NP_415842.2	226524711	7023	1388622	1387894	-	b1326	mpaA	murein peptide amidase A (RefSeq)	COG2866	E	Predicted carboxypeptidase			GO:0006508,GO:0008270,GO:0004182		
1936468			7023	1388886	1388749	-	b4525	ymjC									
7497347			7023	1388957	1388892	-	b4673	ymjD									
15447	NP_415843.2	221800781	7023	1389877	1388957	-	b1327	ycjY	predicted hydrolase (RefSeq)	COG1073	R	Hydrolases of the alpha/beta superfamily			GO:0004254,GO:0016787		
15448	NP_415844.1	16129289	7023	1390015	1390914	+	b1328	ycjZ	predicted DNA-binding transcriptional regulator (NCBI)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
15449	NP_415845.2	90111250	7023	1391251	1392864	+	b1329	b1329	putative transport periplasmic protein (VIMSS)	COG4166	E	ABC-type oligopeptide transport system, periplasmic component			GO:0006810,GO:0005215		
15450	NP_415846.1	16129291	7023	1393946	1392915	-	b1330	ynaI	conserved inner membrane protein (NCBI)	COG668	M	Small-conductance mechanosensitive channel			GO:0016020		
